ID,RI,QA-check,Color-check,Purity-Level,Depth-percentage,Width-of-iron-top-width,Axis-x,Axis-y,Axis-z,Price-in-dollars
uid_12596,1.18,Ideal,H,SI1,61.6,55.5,6.77,6.85,4.19,6076
uid_3265,0.31,Ideal,E,SI2,60.1,57.0,,4.44,2.66,435
uid_26768,1.19,Premium,H,,62.4,59.0,6.79,6.73,4.22,7277
uid_42287,0.7,Very Good,H,IF,62.8,56.0,5.62,5.65,3.54,2882
uid_10263,1.0,Very Good,D,VS1,61.2,62.0,6.35,6.39,3.9,7567
uid_41530,2.02,Very Good,G,SI2,62.8,55.0,,8.11,5.08,15877
uid_34346,1.51,Good,E,I1,57.5,59.0,7.56,7.51,4.33,5601
uid_46282,1.06,Ideal,E,SI2,62.2,55.0,6.51,6.54,4.06,5223
uid_30111,-0.5748319017838337,Ideal,H,VS2,61.2,56.0,6.5,6.53,3.98,6123
uid_48558,0.23,Very Good,E,VVS2,61.8,59.0,3.92,3.95,2.43,465
uid_6007,2.798085546068666,Ideal,F,,60.9,56.0,5.31,5.27,3.22,1814
uid_10245,0.37,Ideal,H,,62.0,53.0,4.63,4.66,2.88,815
uid_35435,0.4,Ideal,G,VS1,62.3,57.0,4.73,4.68,2.93,1050
uid_7510,2.7426473081937814,Premium,F,SI2,60.6,58.0,5.77,5.72,3.48,2363
uid_38416,0.32,Premium,H,VS1,60.2,58.0,4.47,4.43,2.68,720
uid_12519,0.56,Very Good,E,IF,59.9,60.0,5.31,5.38,3.2,2724
uid_11098,0.56,Ideal,G,SI1,63.0,55.0,,5.22,3.3,1287
uid_41819,0.4,Premium,E,VS1,60.5,61.0,4.74,4.72,2.86,1125
uid_17380,1.61,Premium,F,SI1,62.9,59.0,7.5,7.43,,8024
uid_1962,1.5,Premium,F,SI2,61.4,60.0,7.34,7.28,4.49,9374
uid_8986,0.36,Premium,E,VS1,60.4,58.0,4.64,4.67,2.81,852
uid_11737,0.56,Ideal,E,VVS2,62.1,57.0,5.26,,3.28,2622
uid_24950,0.72,Ideal,G,,60.7,56.0,5.79,5.82,,2776
uid_45705,0.47,Premium,G,SI1,58.8,58.0,5.11,,2.99,1086
uid_36471,1.52,Ideal,E,VS1,62.4,54.0,7.32,7.39,4.59,16916
uid_12680,0.3,Very Good,F,,60.3,61.0,4.31,4.34,2.61,471
uid_38289,1.01,Good,F,SI2,56.9,60.0,6.68,6.64,3.79,4077
uid_22488,0.57,Ideal,G,VVS2,60.7,55.0,5.34,5.36,3.25,2095
uid_29183,1.59,Ideal,I,,60.5,55.1,7.55,7.62,4.59,8814
uid_33262,1.01,Good,F,VVS2,60.3,62.0,6.47,6.54,3.92,8647
uid_34962,1.2,Very Good,G,SI1,63.4,55.0,,6.65,4.24,4520
uid_15582,0.5,Premium,G,VS1,59.7,60.0,,5.11,,1746
uid_707,0.35,Premium,D,SI1,60.9,58.0,4.55,4.52,,827
uid_35552,0.93,Good,G,SI1,63.8,58.0,6.14,6.09,3.9,4375
uid_20150,0.72,Ideal,I,VS2,61.8,56.0,5.72,5.77,,2650
uid_48376,1.22,Ideal,E,SI1,61.7,56.0,6.88,6.92,4.26,7085
uid_35241,0.51,Ideal,E,VVS1,61.9,54.0,5.17,5.11,3.18,2745
uid_19864,1.5,Premium,H,SI2,62.3,60.0,7.22,7.3,4.52,8490
uid_41059,0.5,Very Good,E,SI1,60.9,58.0,5.1,5.14,3.12,1331
uid_14712,1.51,Ideal,G,SI1,62.4,56.0,7.36,7.33,4.59,11917
uid_24255,0.52,Ideal,E,VS1,61.8,55.0,5.17,,3.21,1844
uid_27379,0.43,Ideal,G,IF,61.7,57.0,4.83,,2.99,14013
uid_38351,0.36,Ideal,E,,61.8,54.0,4.56,,2.83,835
uid_10869,0.43,Ideal,E,VS2,62.8,56.0,4.86,,3.03,1048
uid_28947,0.33,Ideal,G,VVS1,61.4,55.0,,4.48,,820
uid_7747,0.63,Good,H,VS1,62.9,54.0,5.47,5.56,3.47,1767
uid_24265,0.24,Very Good,E,VVS2,61.1,60.0,4.01,4.07,2.47,478
uid_39110,1.13,Fair,H,SI2,64.4,58.0,6.59,6.51,4.22,4113
uid_20559,-1.2593205171686483,Ideal,G,IF,62.2,55.0,4.31,4.34,2.69,863
uid_658,-0.35335822659306415,Premium,J,VS2,58.6,58.0,6.85,6.81,4.0,4422
uid_1699,1.01,Very Good,H,,63.4,55.0,,6.27,3.99,4249
uid_49401,0.53,Premium,E,VS2,61.4,58.0,5.24,5.19,3.2,1579
uid_11799,1.29,Good,J,VS2,58.2,61.0,7.07,7.12,4.13,5898
uid_29424,3.3155500918183707,Ideal,I,SI1,62.1,57.0,7.48,7.46,4.64,8835
uid_35407,2.244667554294098,Ideal,F,IF,61.7,56.0,4.38,4.41,2.71,901
uid_36659,0.31,Good,E,VS2,59.1,56.0,4.41,4.46,2.62,651
uid_37674,1.5,Ideal,H,SI1,62.0,55.0,7.34,7.29,,11189
uid_31563,1.21,Ideal,F,VS2,62.9,54.0,6.82,6.78,4.28,8557
uid_47045,0.3,Ideal,F,IF,61.8,58.0,4.27,4.3,2.65,886
uid_50762,2.437255387514963,Good,F,VS2,60.9,64.0,5.12,5.1,3.11,1409
uid_12779,1.01,Ideal,H,SI1,62.6,55.0,6.41,6.44,4.02,5126
uid_48301,0.73,Premium,F,SI1,61.9,60.0,5.78,5.81,,2504
uid_19598,0.48,Premium,F,VS2,58.7,58.0,5.22,5.17,3.05,1294
uid_34142,0.71,Good,F,VS2,57.8,60.0,5.9,5.87,3.4,2801
uid_40413,0.43,Good,E,SI1,63.2,57.0,4.78,4.84,3.04,739
uid_44873,0.42,Ideal,G,VS2,61.6,56.0,4.82,4.83,2.97,847
uid_22830,1.12,Very Good,D,SI2,61.2,60.0,,6.67,4.07,5233
uid_52368,0.7,Ideal,F,VS2,62.8,56.0,5.7,5.67,3.57,2573
uid_467,0.71,Ideal,F,VS1,62.1,55.0,,5.68,,2839
uid_25507,2.1,Fair,F,SI2,64.7,61.0,7.97,7.92,5.14,15827
uid_17390,0.5,Very Good,E,SI1,62.4,58.0,,5.01,,1090
uid_23759,2.225088188112661,Ideal,E,VS1,61.2,56.0,4.53,4.55,2.78,829
uid_42895,0.3,Good,G,VS1,63.5,58.0,4.21,4.26,2.69,565
uid_51693,0.3,Premium,D,VS1,61.9,58.0,4.28,4.32,2.66,712
uid_46561,1.12,Ideal,H,SI1,61.9,57.0,6.64,6.68,4.12,5521
uid_49940,0.34,Premium,E,VS1,59.9,58.0,,4.58,2.73,805
uid_38960,0.61,Ideal,E,VVS1,59.9,61.0,5.5,5.55,3.31,3212
uid_32941,0.32,Very Good,H,,62.9,57.0,4.33,4.38,2.74,730
uid_13199,1.5,Fair,E,VS1,65.4,57.0,7.14,7.07,4.65,15584
uid_9290,0.41,Very Good,E,SI1,60.5,63.0,4.81,4.77,2.9,904
uid_6354,1.13,Ideal,E,VVS1,61.8,57.0,6.66,6.71,4.13,13485
uid_30541,0.23,Very Good,F,VS1,63.2,58.0,3.89,3.86,2.45,483
uid_37165,0.24,Very Good,H,,61.3,57.0,4.01,4.04,2.46,449
uid_44752,0.7,Very Good,D,SI1,62.3,59.0,5.67,5.7,,2827
uid_31022,1.2,Very Good,D,SI2,63.5,59.0,6.61,6.56,4.18,18500
uid_14882,-1.6953835180085652,Good,G,,63.7,54.0,5.08,,3.24,1800
uid_4297,-1.1191331816161858,Ideal,G,SI2,61.6,55.6,4.34,4.37,2.69,429
uid_39195,0.41,Ideal,E,VS1,62.1,55.0,4.78,4.75,,1153
uid_50462,2.12,Premium,H,SI1,61.1,60.0,8.18,8.26,5.02,18656
uid_5835,0.48,Very Good,I,VS1,62.4,55.0,4.99,5.03,3.12,1053
uid_8855,0.7,Very Good,G,SI1,62.8,58.0,5.64,5.69,,2209
uid_37604,0.36,Premium,E,,61.5,59.0,4.6,4.57,2.82,933
uid_48356,2.045705166741437,Premium,D,VVS1,60.8,58.0,4.53,4.55,2.76,1167
uid_44738,0.77,Ideal,F,VS1,61.9,54.0,5.91,5.94,3.66,3750
uid_15938,0.39,Very Good,G,VVS1,62.7,58.0,4.65,4.69,2.93,854
uid_38065,0.35,Ideal,I,VS1,61.6,56.0,4.54,4.58,2.81,552
uid_4029,0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66,526
uid_22320,0.49,Premium,H,VS2,59.5,62.0,5.14,5.12,,1103
uid_18260,1.0,Good,F,SI2,57.3,61.0,6.64,,3.79,4155
uid_31578,1.0,Premium,D,VS2,59.6,60.0,6.57,6.52,3.9,6868
uid_47388,0.32,Ideal,D,VVS2,61.2,56.0,4.43,4.39,2.7,1030
uid_36613,0.71,Premium,I,VS1,62.5,61.0,5.68,5.64,3.54,2202
uid_25577,0.9,Good,E,SI1,60.4,58.0,6.12,6.24,3.73,4147
uid_8262,1.54,Premium,J,SI1,61.1,58.0,7.48,7.41,4.55,5028
uid_25625,-0.7549035705585736,Premium,J,VS2,61.0,61.0,6.28,6.22,3.81,3722
uid_37538,0.82,Ideal,G,VS1,61.5,56.0,6.01,6.05,3.71,3652
uid_27288,0.36,Ideal,H,,62.3,53.0,4.57,4.61,2.86,538
uid_10028,1.55,Fair,H,SI2,64.6,58.0,7.28,7.21,4.68,9045
uid_15529,-1.6084078988773438,Ideal,E,SI1,62.0,57.0,4.78,4.74,2.95,14714
uid_3934,0.26,Very Good,E,VVS2,63.1,59.0,4.08,4.04,2.56,769
uid_30796,0.9,Ideal,H,VS2,61.9,55.0,,6.19,3.84,4133
uid_27960,0.71,Very Good,J,VS2,62.8,61.0,5.63,5.71,3.56,1821
uid_43429,0.65,Good,I,VS1,61.1,61.7,5.55,5.59,3.4,1744
uid_22919,1.51,Very Good,G,VS1,62.9,58.0,7.32,7.41,4.63,13378
uid_46482,0.38,Ideal,F,VS1,62.8,56.0,4.64,4.59,2.9,998
uid_30384,0.53,Very Good,G,,63.4,55.0,5.1,5.19,3.26,1079
uid_21823,0.51,Good,G,SI1,63.6,55.0,5.03,5.06,3.21,1220
uid_5331,1.73,Premium,H,SI1,61.8,57.0,7.77,7.64,4.76,12931
uid_12712,0.5,Fair,F,SI1,64.7,57.0,4.99,4.94,3.21,1181
uid_35180,1.0,Good,F,SI1,63.6,58.0,6.27,6.31,4.0,4851
uid_15004,0.52,Ideal,D,VS2,62.7,53.0,,,3.23,1822
uid_3296,0.32,Very Good,G,SI2,63.0,56.0,4.32,4.35,2.73,421
uid_2460,0.736036729501726,Ideal,E,SI2,60.6,57.0,5.25,5.28,3.19,1246
uid_47351,-1.3542543685114858,Good,H,VVS2,63.2,55.0,4.7,4.73,2.98,877
uid_42174,0.5,Ideal,D,VS2,62.5,54.0,5.09,5.05,3.17,1845
uid_51096,0.51,Ideal,F,VS2,63.2,57.0,5.08,5.05,,1687
uid_38655,0.41,Very Good,E,SI2,62.9,58.0,4.72,4.75,2.98,683
uid_17985,0.5,Premium,E,VS2,62.0,58.0,5.09,5.07,3.15,1676
uid_4290,1.07,Very Good,H,VS2,62.7,57.0,6.48,6.53,4.08,5264
uid_2936,-1.2930690431056013,Premium,H,SI1,61.9,56.0,5.13,5.12,3.17,1116
uid_35015,1.06,Ideal,H,SI1,61.7,56.0,6.58,6.55,4.05,5188
uid_26017,0.74,Very Good,G,VS1,60.9,59.0,5.9,5.86,3.58,3389
uid_46772,1.0,Premium,J,SI1,62.0,62.0,,6.22,3.87,3276
uid_18405,0.72,Very Good,G,IF,63.3,54.0,5.64,5.73,,3405
uid_13605,1.03,Premium,J,I1,62.8,55.0,6.43,6.41,4.03,2392
uid_19776,0.31,Ideal,I,SI1,60.9,57.0,4.36,4.41,2.67,414
uid_41580,1.0,Very Good,G,VS2,61.8,59.0,6.29,6.37,3.91,5600
uid_72,0.7,Fair,H,I1,66.5,57.0,5.51,5.4,3.64,1058
uid_53187,0.91,Very Good,F,SI1,62.7,56.0,6.11,,3.85,3963
uid_4066,2.497854591036875,Very Good,E,VS1,62.2,55.0,5.65,5.67,3.52,3154
uid_4398,-1.1395283346050316,Very Good,G,IF,60.8,56.0,4.41,,,878
uid_30163,0.33,Ideal,H,VVS1,62.2,55.0,4.44,4.4,2.75,965
uid_45458,1.01,Good,E,I1,61.5,65.0,,6.21,,3484
uid_46451,1.12,Ideal,H,VS1,60.9,57.0,6.71,,,21349
uid_16535,0.41,Ideal,F,VS1,60.8,56.0,4.79,4.76,2.92,1076
uid_37332,0.41,Ideal,F,VVS1,62.3,57.0,4.77,4.73,2.96,1356
uid_36083,0.41,Good,D,SI1,63.3,55.0,,4.77,,738
uid_21976,1.51,Premium,E,,59.5,59.0,7.54,,4.47,16277
uid_9529,0.31,Ideal,D,SI2,62.9,54.0,4.35,,2.72,593
uid_37001,1.82,Premium,I,VS1,61.4,60.0,7.8,7.83,4.8,13813
uid_34343,0.53,Very Good,F,VS2,63.2,58.0,5.13,,3.25,1578
uid_8608,-1.5694142785170266,Ideal,D,VVS1,61.3,57.0,4.29,4.32,2.64,1000
uid_52337,1.0,Ideal,E,SI2,62.9,55.0,6.38,6.41,4.02,4808
uid_32393,1.04,Ideal,F,SI1,61.2,56.0,,6.6,4.02,5145
uid_34811,0.9,Very Good,H,VS2,63.0,57.0,6.09,6.13,3.85,4381
uid_20680,0.4,Premium,D,VS2,60.5,59.0,4.8,4.76,2.89,-13868
uid_49427,1.29,Very Good,G,VS2,58.7,58.0,7.11,7.27,4.22,8684
uid_2525,2.02,Good,G,SI2,57.5,61.0,,,4.81,12929
uid_22409,1.11,Premium,I,SI2,61.5,58.0,6.61,6.65,4.08,4120
uid_25194,2.520863300035522,Premium,J,I1,60.7,59.0,6.42,6.39,3.89,2602
uid_51509,0.34,Ideal,E,VVS1,62.2,56.0,4.44,4.46,2.77,1014
uid_16173,0.47,Ideal,D,VVS1,62.0,54.0,4.99,5.01,3.1,-9922
uid_22635,0.46,Very Good,E,VS2,62.2,58.0,4.95,4.99,3.09,1243
uid_11807,1.5,Premium,D,SI2,59.6,59.0,7.54,7.46,4.47,7076
uid_35985,1.2,Ideal,F,VS2,62.3,56.0,6.82,6.79,4.24,8590
uid_22021,0.31,Ideal,D,SI1,61.4,55.0,4.38,4.35,,732
uid_31424,0.57,Ideal,H,,61.6,57.0,5.35,5.37,3.3,1655
uid_39102,0.71,Very Good,D,VS2,63.0,58.0,5.65,5.68,3.57,3096
uid_30392,1.01,Very Good,F,VS2,63.5,58.0,6.35,6.32,4.02,5650
uid_3917,1.21,Good,G,VS2,63.7,59.0,6.59,6.67,4.22,6906
uid_21755,0.9,Very Good,D,SI2,61.0,61.0,6.15,6.17,,3371
uid_2061,1.02,Ideal,D,,62.8,56.0,6.44,6.39,4.03,6158
uid_36879,2.01,Very Good,E,SI2,58.9,60.0,8.2,8.24,4.84,17024
uid_262,1.02,Very Good,D,SI2,63.4,59.0,6.41,6.37,4.05,4718
uid_103,1.14,Ideal,G,SI2,61.5,55.0,6.78,6.71,4.15,5675
uid_4519,0.69,Good,F,SI1,58.4,61.7,5.75,5.82,3.38,1951
uid_30043,1.01,Premium,F,SI1,59.7,61.0,6.55,6.49,3.89,4989
uid_6102,0.7,Ideal,I,VS2,61.9,53.2,5.68,5.71,3.56,2240
uid_9980,0.71,Premium,F,SI1,60.3,60.0,5.76,5.79,3.48,16810
uid_51140,1.27,Ideal,I,SI2,62.1,56.0,6.92,6.96,4.31,5154
uid_38320,0.38,Premium,G,VS2,59.3,59.0,4.74,4.71,2.8,983
uid_34253,1.72,Fair,F,SI1,64.8,58.0,7.5,7.46,4.85,13622
uid_26567,0.31,Ideal,D,,61.6,54.0,4.37,4.4,2.7,840
uid_8963,1.03,Ideal,H,SI2,62.5,54.0,6.46,,4.05,4382
uid_34181,0.59,Ideal,E,SI1,61.1,56.0,5.38,5.44,3.31,1790
uid_45156,0.27,Very Good,H,VVS2,61.2,58.0,4.16,4.2,2.56,445
uid_23160,0.31,Ideal,H,VS2,62.2,55.0,4.39,4.35,2.72,628
uid_41119,1.91,Ideal,J,SI1,60.7,56.0,,8.09,4.89,11447
uid_18484,0.36,Very Good,H,IF,62.3,56.0,,4.58,2.85,865
uid_35142,1.23,Ideal,G,VS2,61.5,54.0,6.89,6.92,4.25,7988
uid_38379,1.08,Ideal,I,SI1,62.1,59.0,6.57,6.53,4.07,4521
uid_44056,2.463439079174059,Good,F,SI1,62.5,59.0,6.1,6.13,3.82,4119
uid_21917,3.148065879627274,Fair,J,SI1,65.0,59.0,,6.57,4.29,4147
uid_41875,0.54,Ideal,G,,61.7,55.0,5.24,5.27,3.24,1187
uid_17308,2.040402869893402,Premium,J,VVS1,62.8,58.0,4.66,4.61,2.91,921
uid_4195,0.35,Premium,H,VS1,62.6,58.0,4.52,4.49,2.82,788
uid_25834,1.56,Ideal,E,SI2,61.2,56.0,7.53,7.49,4.59,8518
uid_20237,0.33,Very Good,I,VS2,62.6,58.0,4.34,4.42,2.74,463
uid_7236,1.0,Premium,H,VS2,58.4,60.0,6.36,6.3,,4514
uid_31630,1.51,Premium,F,VS2,62.5,58.0,7.36,7.21,4.55,14294
uid_35223,0.3,Ideal,F,IF,60.0,59.0,4.37,4.39,2.63,873
uid_13953,0.3,Premium,E,VVS2,61.4,59.0,4.32,4.34,2.66,789
uid_43167,1.23,Ideal,H,VS2,59.0,57.0,7.05,6.99,4.14,6406
uid_11117,0.9,Very Good,H,VS1,61.7,58.0,6.18,6.26,3.84,4466
uid_41211,1.24,Good,G,VS2,61.3,57.0,6.78,6.88,4.19,8672
uid_18263,0.75,Ideal,D,,61.3,56.0,5.85,5.89,,2773
uid_14808,1.2,Ideal,I,VVS2,61.5,57.0,6.91,6.82,,-6092
uid_50988,0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,1317
uid_17302,0.66,Good,F,VS2,64.1,56.0,5.5,5.46,3.51,2138
uid_17523,1.01,Very Good,E,VS2,63.3,60.0,6.33,6.3,4.0,6516
uid_34485,0.82,Very Good,H,SI1,60.7,56.0,6.04,6.06,3.67,2836
uid_53005,0.71,Premium,D,VS2,62.4,59.0,5.73,5.68,3.56,3161
uid_37439,2.975549010616401,Fair,G,VS2,65.5,57.0,6.38,6.34,4.17,5673
uid_48037,0.31,Ideal,G,VVS1,61.3,56.0,,4.41,2.69,789
uid_12532,0.45,Ideal,G,VVS2,61.8,57.0,4.94,4.9,3.04,1181
uid_47949,1.25,Very Good,H,SI2,63.2,60.0,6.87,6.81,4.32,4199
uid_15720,0.32,Ideal,F,VVS2,60.8,58.0,4.39,4.43,2.68,837
uid_40126,2.039170660354922,Ideal,F,VVS1,61.9,55.0,4.44,4.42,2.74,1021
uid_28015,1.5,Good,G,VS2,61.4,58.8,7.32,7.37,4.5,13307
uid_41433,1.31,Ideal,G,VS1,62.2,56.0,7.01,7.05,4.37,9891
uid_44814,1.15,Good,H,VS2,63.1,56.0,6.62,6.7,4.2,5646
uid_39813,1.02,Very Good,F,VS1,61.9,59.0,6.38,,3.97,7257
uid_33052,0.41,Premium,G,VS1,62.5,59.0,4.73,4.77,2.97,899
uid_17603,0.31,Ideal,J,VS2,62.3,54.0,4.35,4.38,2.72,396
uid_15487,1.01,Very Good,G,IF,60.0,61.0,6.41,6.45,3.86,7974
uid_47049,0.8,Premium,F,SI1,62.7,58.0,5.91,5.93,3.71,2901
uid_8866,-1.714100552464685,Premium,G,IF,61.0,58.0,4.82,4.88,,1433
uid_34619,1.07,Very Good,E,SI2,60.5,61.0,6.55,6.61,3.98,4609
uid_4864,1.58,Ideal,E,VS1,62.6,56.0,7.41,7.44,4.65,17894
uid_7554,0.32,Ideal,H,VS1,62.5,55.0,4.36,4.38,2.73,-13996
uid_45301,0.43630919323705375,Very Good,H,SI2,60.0,60.0,8.21,8.17,4.91,16319
uid_43124,0.33,Ideal,F,VS1,61.6,55.0,4.46,4.47,2.76,738
uid_18415,0.3,Good,F,VS2,63.1,55.0,4.24,4.29,2.69,484
uid_39719,1.5,Very Good,D,SI1,63.1,57.0,,,4.59,11863
uid_11345,2.4536279229960853,Premium,E,SI2,59.7,58.0,4.53,4.48,2.69,594
uid_36666,0.23,Very Good,E,VVS2,60.7,58.0,3.96,4.01,2.42,-12224
uid_10927,1.21,Premium,E,SI1,62.3,58.0,6.77,6.74,4.21,6963
uid_22664,-0.09772381062392577,Very Good,I,,63.3,58.0,,7.21,4.57,9828
uid_52478,-0.6841382054616774,Fair,F,VS2,66.7,57.0,6.11,6.04,4.05,4732
uid_35488,5.147119384298449,Very Good,D,SI2,60.6,59.0,6.3,6.34,3.83,4214
uid_20413,0.64,Ideal,D,VVS1,61.8,54.0,5.54,5.56,3.43,4084
uid_14988,0.31,Ideal,E,,62.0,55.0,4.34,4.37,2.7,680
uid_36178,2.213148260131825,Ideal,H,VVS1,60.3,56.0,5.77,5.82,3.49,3524
uid_32946,0.32,Ideal,E,VS1,61.6,55.0,4.43,4.46,2.74,898
uid_214,1.22,Very Good,G,SI1,61.8,58.0,6.82,,4.23,6656
uid_29733,0.92,Premium,G,,59.4,60.0,6.34,6.31,,3916
uid_3272,2.18,Premium,J,SI2,62.6,58.0,8.25,8.23,5.16,12970
uid_47688,0.41,Very Good,J,VS1,63.2,59.0,4.7,4.67,,797
uid_17710,2.219679780585297,Ideal,I,IF,60.2,56.0,5.23,,3.16,1988
uid_45491,0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,1607
uid_34125,3.2519766954598657,Premium,I,,60.4,59.0,6.94,7.01,4.21,6545
uid_8655,0.56,Ideal,E,VS1,61.6,56.0,5.26,5.32,3.26,1773
uid_41767,3.1806194705615947,Ideal,G,SI1,59.6,57.0,,7.04,4.21,6738
uid_9973,0.33,Very Good,H,VVS2,61.6,56.0,4.44,,2.74,614
uid_42547,-0.5496049398432483,Ideal,I,VS1,62.6,56.0,6.42,,4.0,4808
uid_53930,0.37,Ideal,F,VS1,61.1,56.0,4.64,4.65,2.84,846
uid_29237,0.41,Ideal,D,,61.2,57.0,4.78,4.82,2.94,889
uid_43585,1.8,Good,F,SI2,57.9,58.0,8.08,8.13,4.69,12196
uid_13227,0.57,Ideal,I,VVS1,61.7,56.0,5.35,5.31,3.29,1728
uid_38377,2.499324993125306,Ideal,H,SI1,62.8,57.0,5.77,5.72,3.61,2330
uid_8088,0.97,Ideal,I,,61.6,53.0,,6.4,,2357
uid_33639,0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,-14001
uid_9590,-1.6774223578012035,Ideal,D,VS2,62.4,56.0,4.32,4.27,2.68,911
uid_59,0.3,Very Good,H,VS1,62.9,54.0,4.28,,2.7,526
uid_42284,1.01,Very Good,E,SI1,63.1,57.0,6.4,6.37,,5973
uid_44207,0.32,Ideal,G,VVS1,62.4,56.0,4.36,4.39,2.73,842
uid_22217,0.36,Premium,E,VS2,62.5,58.0,4.57,4.52,2.84,878
uid_47138,0.56,Ideal,I,,60.8,57.0,5.31,5.34,3.24,1605
uid_4793,3.04,Very Good,I,,63.2,59.0,,9.07,5.75,15354
uid_36419,1.27,Ideal,F,VVS2,62.2,54.0,6.92,6.95,4.31,12576
uid_1512,0.46,Fair,G,SI1,63.4,68.0,4.88,4.8,3.07,911
uid_38778,2.0,Good,G,SI1,64.2,59.0,7.93,7.84,5.06,17902
uid_40577,0.09659095652007843,Very Good,G,,62.9,57.0,7.64,7.68,4.82,16169
uid_457,0.55,Ideal,G,VS1,60.9,55.0,5.29,,,1786
uid_49052,-1.779697943662332,Ideal,D,SI1,62.3,55.0,4.37,4.33,2.71,732
uid_45502,0.41,Ideal,G,VVS1,62.4,55.0,,4.78,2.97,1068
uid_6559,1.51,Ideal,G,VS2,60.8,54.0,7.45,7.43,4.52,12100
uid_31888,1.51,Very Good,E,VS2,60.8,60.0,7.3,7.36,4.46,14338
uid_23950,-1.487010049513089,Very Good,F,SI1,62.3,57.0,4.67,4.74,2.93,737
uid_18436,3.2830365556219894,Very Good,H,SI1,62.4,58.0,7.39,7.49,4.64,12392
uid_2734,0.34,Ideal,I,SI1,61.9,57.0,,4.44,2.76,589
uid_27728,2.36,Ideal,J,,60.1,59.0,8.64,8.69,5.21,17534
uid_53395,0.3,Ideal,E,VVS2,62.3,57.0,4.29,4.32,2.68,766
uid_4840,0.91,Premium,E,SI2,61.0,58.0,6.31,6.27,3.84,3644
uid_10842,-1.1203574019475684,Very Good,F,VVS2,62.7,56.0,5.08,5.03,3.17,1942
uid_50689,1.31,Premium,J,SI1,59.4,60.0,7.12,7.06,4.21,5546
uid_23102,0.32,Ideal,G,VS1,62.3,54.0,4.37,4.39,2.73,645
uid_28321,0.4,Ideal,E,VS1,60.1,57.0,4.77,4.82,2.88,931
uid_45888,0.41,Ideal,F,VVS1,62.0,55.0,4.78,4.74,2.95,1356
uid_11562,0.5,Premium,D,VS2,62.8,58.0,5.08,5.05,3.18,1845
uid_35619,1.09,Ideal,J,SI1,61.4,55.0,6.61,6.67,4.08,4565
uid_36498,0.56,Ideal,D,VVS1,61.9,56.0,5.28,5.32,3.28,3465
uid_30249,1.04,Fair,G,VS1,64.9,58.0,6.36,6.33,,5633
uid_23099,0.31,Ideal,E,VS2,61.9,55.0,,4.38,2.7,680
uid_25956,0.52,Ideal,D,SI2,61.7,55.0,5.17,5.2,3.2,1292
uid_20522,0.5,Ideal,D,SI1,62.0,54.0,5.09,5.13,3.17,1404
uid_587,0.7,Ideal,G,SI2,61.6,57.0,5.68,5.65,3.49,1814
uid_35041,0.32,Ideal,F,SI1,61.3,55.0,4.44,4.47,2.73,491
uid_26733,0.39,Ideal,G,VS1,62.0,55.0,4.66,4.71,2.9,1008
uid_20745,0.5,Very Good,D,SI1,62.8,58.0,5.02,5.05,3.16,1415
uid_19356,0.7,Ideal,F,VS1,61.5,55.0,5.73,5.75,3.53,17184
uid_8690,0.9,Very Good,D,SI1,62.4,63.0,6.15,6.18,3.85,4068
uid_26354,0.36,Ideal,E,VS1,61.8,56.0,4.6,4.56,2.83,1094
uid_13962,1.2,Premium,F,VVS2,60.5,60.0,,6.87,4.19,10064
uid_36438,1.13,Ideal,H,SI1,62.3,56.0,6.66,6.69,4.16,5384
uid_46664,0.3,Ideal,E,VVS2,62.3,54.1,4.28,4.34,2.69,779
uid_4676,0.37,Ideal,E,VVS2,61.8,54.0,4.6,4.63,,844
uid_36039,1.52,Premium,G,VS1,61.5,58.0,7.39,,4.52,13207
uid_32903,1.12,Ideal,G,,61.5,56.0,6.7,6.73,4.13,8202
uid_52616,0.31,Ideal,J,VS1,61.7,55.1,4.36,4.39,2.7,429
uid_52405,1.63,Ideal,J,VS1,61.8,56.0,7.53,7.58,,9819
uid_30972,0.51,Very Good,D,SI1,63.5,55.0,5.09,5.08,3.23,1574
uid_15940,1.0,Very Good,G,VVS2,63.0,54.0,6.37,6.43,4.03,8138
uid_22288,0.4,Ideal,E,VVS2,62.1,55.0,,4.76,2.95,1158
uid_38539,0.72,Ideal,G,SI2,61.9,57.0,5.73,5.77,3.56,2068
uid_7149,0.42,Good,D,VS1,57.3,62.0,4.95,5.0,2.85,1315
uid_30723,0.26,Ideal,G,,61.7,54.0,4.15,4.18,2.57,648
uid_32705,1.11,Premium,G,SI1,60.9,59.0,6.69,6.64,4.07,4096
uid_33811,0.4,Good,D,VS1,63.2,56.0,4.69,4.74,2.98,898
uid_52261,0.31,Good,G,,63.8,57.0,4.29,4.33,2.75,625
uid_22370,0.3,Ideal,E,VVS2,61.7,55.0,4.31,,2.65,1013
uid_36864,1.06,Ideal,E,SI1,59.6,54.0,6.64,6.62,3.95,5250
uid_39303,0.71,Premium,F,SI1,62.2,58.0,5.74,5.67,,2352
uid_33698,0.31,Very Good,H,VS2,63.5,57.0,4.34,4.32,2.75,628
